 Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
###########,16:44:00,CNR8422419602,Success,CID831503,Prime SUV,Magadi Road,Sahakar Nagar,224,85,null,null,No,null,433,Cash,9,4.9,4.1,
###########,4:15:00,CNR5855634722,Success,CID189950,Prime Plus,Hebbal,Frazer Town,84,145,null,null,No,null,192,Cash,21,4,4,
###########,23:31:00,CNR8320043637,Success,CID540732,Prime Sedan,Banashankari,Marathahalli,84,65,null,null,No,null,976,Cash,10,3.7,4.4,
###########,8:13:00,CNR8034283783,Driver Not Found,CID310668,Prime Sedan,Koramangala,HSR Layout,null,null,null,null,null,null,329,null,0,null,null,
###########,16:49:00,CNR3256371921,Canceled by Customer,CID485504,Prime SUV,Bannerghatta Road,Indiranagar,null,null,Wrong Address,null,null,null,272,null,0,null,null,
###########,20:38:00,CNR8022592314,Success,CID673757,Bike,Bannerghatta Road,Magadi Road,196,130,null,null,No,null,340,Cash,49,4.7,4.1,
###########,10:03:00,CNR1440283141,Canceled by Driver,CID472749,Prime Plus,Basavanagudi,Basavanagudi,null,null,null,Customer related issue,null,null,564,null,0,null,null,
###########,17:32:00,CNR8786686268,Success,CID670567,Auto,Basavanagudi,Kadugodi,98,85,null,null,No,null,745,UPI,12,4.3,4.4,
###########,12:09:00,CNR7641018528,Success,CID317332,Bike,JP Nagar,RT Nagar,217,55,null,null,No,null,381,UPI,29,4.9,3.5,
###########,9:06:00,CNR6470195463,Canceled by Customer,CID428166,Prime Plus,Vijayanagar,Tumkur Road,null,null,Wrong Address,null,null,null,413,null,0,null,null,
###########,13:49:00,CNR7917159192,Success,CID250046,Mini,JP Nagar,Hebbal,301,110,null,null,No,null,730,Cash,22,3.8,4.6,
###########,2:07:00,CNR9509424303,Success,CID796778,Prime Plus,Majestic,MG Road,175,55,null,null,No,null,295,Credit Card,14,3.5,3.7,
###########,5:57:00,CNR8287954331,Success,CID598194,eBike,Varthur,Yeshwanthpur,252,75,null,null,No,null,108,UPI,43,4.1,3.9,
###########,9:42:00,CNR1456183116,Canceled by Customer,CID426820,eBike,Mysore Road,Shivajinagar,null,null,Driver asked to cancel,null,null,null,459,null,0,null,null,
###########,10:00:00,CNR3291976622,Success,CID399949,Mini,Whitefield,Jayanagar,112,115,null,null,No,null,254,UPI,44,3.1,4.5,
###########,16:26:00,CNR8127313439,Canceled by Driver,CID356015,Prime SUV,JP Nagar,Bannerghatta Road,null,null,null,Customer was coughing/sick,null,null,494,null,0,null,null,
###########,20:47:00,CNR1411493057,Success,CID985828,Mini,Malleshwaram,Hennur,147,75,null,null,No,null,118,Cash,14,4.2,4.4,
###########,9:47:00,CNR4906896933,Canceled by Customer,CID564638,eBike,Peenya,Koramangala,null,null,Change of plans,null,null,null,361,null,0,null,null,
###########,16:25:00,CNR9098900102,Success,CID234084,eBike,Shivajinagar,Kadugodi,273,80,null,null,No,null,202,Credit Card,5,3.3,4.6,
###########,6:38:00,CNR8778214565,Canceled by Driver,CID174110,eBike,Marathahalli,Magadi Road,null,null,null,Personal & Car related issue,null,null,2642,null,0,null,null,
###########,1:50:00,CNR9013284015,Success,CID296147,Prime Sedan,Tumkur Road,Kengeri,203,65,null,null,No,null,498,UPI,3,4.6,4.4,
###########,21:43:00,CNR1899513439,Canceled by Customer,CID151544,Prime SUV,Whitefield,Langford Town,null,null,Change of plans,null,null,null,240,null,0,null,null,
###########,11:22:00,CNR3457246461,Success,CID293784,Mini,Frazer Town,Hebbal,161,95,null,null,No,null,399,Cash,22,4.2,3.1,
###########,23:35:00,CNR3328257189,Canceled by Driver,CID980629,Bike,Jayanagar,Bellandur,null,null,null,Customer was coughing/sick,null,null,303,null,0,null,null,
###########,8:55:00,CNR9514979628,Success,CID620964,Bike,Varthur,Ramamurthy Nagar,91,40,null,null,No,null,261,UPI,30,4.8,4.9,
###########,0:47:00,CNR6683059009,Success,CID704893,Prime Sedan,BTM Layout,JP Nagar,70,65,null,null,No,null,340,Debit Card,23,4.9,3.2,
###########,3:13:00,CNR6521243972,Canceled by Customer,CID401934,Mini,Ramamurthy Nagar,Sahakar Nagar,null,null,Driver is not moving towards pickup location,null,null,null,662,null,0,null,null,
###########,5:43:00,CNR5249945945,Success,CID945925,Prime Plus,Hulimavu,Whitefield,245,140,null,null,No,null,569,Cash,44,4.5,4,
###########,21:53:00,CNR4959722358,Canceled by Driver,CID336152,eBike,Sarjapur Road,HSR Layout,null,null,null,Customer was coughing/sick,null,null,185,null,0,null,null,
###########,6:13:00,CNR7004499391,Canceled by Customer,CID545922,Prime SUV,KR Puram,Kengeri,null,null,Change of plans,null,null,null,322,null,0,null,null,
###########,0:44:00,CNR6185886977,Canceled by Driver,CID683200,Prime Sedan,JP Nagar,Bellandur,null,null,null,Customer was coughing/sick,null,null,279,null,0,null,null,
###########,9:53:00,CNR6190557479,Success,CID586065,eBike,Kadugodi,Langford Town,294,100,null,null,No,null,468,Cash,36,3.1,3.7,
###########,0:47:00,CNR3718911387,Success,CID683457,Auto,Hebbal,Hebbal,35,135,null,null,No,null,436,UPI,17,3.5,3.6,
###########,21:42:00,CNR5475627471,Success,CID330754,Bike,JP Nagar,MG Road,252,140,null,null,No,null,121,Cash,14,3.6,3.1,
###########,14:04:00,CNR6300023142,Canceled by Driver,CID693495,Auto,Richmond Town,Nagarbhavi,null,null,null,Customer related issue,null,null,1265,null,0,null,null,
###########,22:18:00,CNR8793757122,Canceled by Driver,CID328176,Auto,Yelahanka,Malleshwaram,null,null,null,Customer was coughing/sick,null,null,409,null,0,null,null,
###########,2:16:00,CNR1931024373,Success,CID137186,Mini,Peenya,Rajarajeshwari Nagar,252,55,null,null,Yes,Vehicle Breakdown,303,UPI,34,5,4.8,
###########,16:53:00,CNR3737438536,Canceled by Driver,CID363541,Prime Sedan,MG Road,Ulsoor,null,null,null,Personal & Car related issue,null,null,339,null,0,null,null,
###########,4:23:00,CNR5549987779,Driver Not Found,CID638096,Prime Plus,Yeshwanthpur,Rajajinagar,null,null,null,null,null,null,119,null,0,null,null,
###########,7:31:00,CNR4166236620,Canceled by Customer,CID174499,Prime SUV,Frazer Town,Devanahalli,null,null,Driver asked to cancel,null,null,null,218,null,0,null,null,
###########,3:18:00,CNR5842450029,Success,CID759414,Auto,Devanahalli,Vijayanagar,287,25,null,null,No,null,429,Cash,15,3.8,4.8,
###########,13:43:00,CNR3086279264,Success,CID209368,Prime SUV,Koramangala,Malleshwaram,112,130,null,null,No,null,158,UPI,24,3.9,4.9,
###########,7:00:00,CNR3092150984,Driver Not Found,CID437545,Prime SUV,BTM Layout,Nagarbhavi,null,null,null,null,null,null,486,null,0,null,null,
###########,8:05:00,CNR5785794868,Success,CID982838,Prime Sedan,Majestic,Nagarbhavi,294,65,null,null,No,null,196,UPI,44,4.7,3.3,
###########,14:17:00,CNR3092594393,Success,CID747844,Bike,Electronic City,Kadugodi,301,50,null,null,No,null,532,UPI,1,4.5,3,
###########,22:45:00,CNR8736294385,Success,CID454270,eBike,MG Road,Marathahalli,203,115,null,null,No,null,499,UPI,5,3.6,3.4,
###########,19:13:00,CNR8157928979,Canceled by Driver,CID710399,Prime Sedan,Majestic,KR Puram,null,null,null,Personal & Car related issue,null,null,642,null,0,null,null,
###########,9:32:00,CNR3416620657,Success,CID686038,Prime Sedan,RT Nagar,Banashankari,238,40,null,null,No,null,1946,UPI,44,4.1,3.9,
###########,11:36:00,CNR3514157582,Success,CID792649,Prime Plus,Yeshwanthpur,HSR Layout,56,100,null,null,No,null,435,Cash,47,4,4.8,
###########,1:22:00,CNR5353677897,Canceled by Customer,CID319563,Mini,Rajarajeshwari Nagar,Whitefield,null,null,AC is Not working,null,null,null,463,null,0,null,null,
###########,16:12:00,CNR7038990440,Success,CID472797,Prime Plus,KR Puram,BTM Layout,252,75,null,null,No,null,100,Cash,21,3,3.3,
###########,22:21:00,CNR7110634082,Success,CID658725,Bike,Basavanagudi,Rajarajeshwari Nagar,168,50,null,null,No,null,218,UPI,21,4.1,3.2,
###########,15:29:00,CNR8893814860,Success,CID912017,Mini,Peenya,Kammanahalli,98,25,null,null,No,null,351,Cash,48,4,3.6,
###########,11:52:00,CNR7540240070,Canceled by Driver,CID324487,Mini,JP Nagar,Sarjapur Road,null,null,null,Customer related issue,null,null,452,null,0,null,null,
###########,13:26:00,CNR5370106193,Canceled by Driver,CID475279,Prime Plus,Mysore Road,Jayanagar,null,null,null,Customer related issue,null,null,695,null,0,null,null,
###########,8:41:00,CNR2246347681,Success,CID750030,Bike,Rajarajeshwari Nagar,Langford Town,196,25,null,null,No,null,940,UPI,34,3.6,4.5,
###########,22:22:00,CNR3450602497,Success,CID817999,Auto,Mysore Road,Devanahalli,49,145,null,null,No,null,2129,Credit Card,14,4.5,4.9,
###########,6:24:00,CNR5609417423,Canceled by Customer,CID637563,Mini,Yeshwanthpur,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,405,null,0,null,null,
###########,16:57:00,CNR4615608754,Success,CID799545,eBike,Sahakar Nagar,Shivajinagar,280,75,null,null,No,null,382,Credit Card,36,4.1,3.8,
###########,17:31:00,CNR6445080363,Canceled by Driver,CID184041,eBike,Hennur,Kammanahalli,null,null,null,Personal & Car related issue,null,null,279,null,0,null,null,
###########,3:29:00,CNR4002530518,Success,CID919961,Prime SUV,Kadugodi,Bannerghatta Road,147,110,null,null,No,null,104,Cash,1,3.3,3.5,
###########,10:31:00,CNR9986843921,Canceled by Customer,CID961653,Prime Plus,Cox Town,Chamarajpet,null,null,Driver asked to cancel,null,null,null,136,null,0,null,null,
###########,4:36:00,CNR2753338754,Success,CID889387,eBike,Padmanabhanagar,Bannerghatta Road,238,140,null,null,No,null,239,Credit Card,48,4.9,3.2,
###########,7:38:00,CNR5528674251,Canceled by Driver,CID993108,Prime SUV,Bellandur,Ramamurthy Nagar,null,null,null,Personal & Car related issue,null,null,244,null,0,null,null,
###########,17:01:00,CNR7958289091,Canceled by Driver,CID261185,Prime Sedan,Richmond Town,Vijayanagar,null,null,null,Personal & Car related issue,null,null,225,null,0,null,null,
###########,8:47:00,CNR1663305836,Driver Not Found,CID851834,eBike,Padmanabhanagar,Hennur,null,null,null,null,null,null,744,null,0,null,null,
###########,10:36:00,CNR8719325633,Success,CID208400,Auto,Sahakar Nagar,Mysore Road,238,45,null,null,No,null,843,UPI,9,4.6,3.9,
###########,9:38:00,CNR1685989752,Success,CID472423,eBike,Yelahanka,Hebbal,168,120,null,null,No,null,168,Cash,9,4.9,3.2,
###########,13:09:00,CNR5480403089,Success,CID380453,Prime Plus,Yeshwanthpur,Richmond Town,217,80,null,null,No,null,363,UPI,26,4.3,5,
###########,18:52:00,CNR5137043296,Success,CID343254,Mini,Varthur,Hennur,280,105,null,null,No,null,314,Debit Card,9,3.1,4.2,
###########,1:21:00,CNR9477095299,Success,CID607468,Mini,Kengeri,RT Nagar,84,65,null,null,No,null,247,Cash,3,4.4,5,
###########,10:18:00,CNR8883541278,Driver Not Found,CID465773,Mini,Sarjapur Road,Chamarajpet,null,null,null,null,null,null,470,null,0,null,null,
###########,0:42:00,CNR3965859566,Success,CID107940,eBike,Shivajinagar,Electronic City,126,55,null,null,No,null,260,Cash,38,4.7,4.7,
###########,18:23:00,CNR7673066991,Success,CID762232,Prime Sedan,Yeshwanthpur,Ulsoor,238,70,null,null,No,null,407,Cash,27,4.1,4.9,
###########,12:49:00,CNR2845789701,Driver Not Found,CID482350,eBike,Shantinagar,Rajajinagar,null,null,null,null,null,null,369,null,0,null,null,
###########,15:42:00,CNR6169207766,Driver Not Found,CID724881,Prime Plus,Hebbal,Koramangala,null,null,null,null,null,null,420,null,0,null,null,
###########,5:03:00,CNR8516409614,Success,CID290081,Prime SUV,Frazer Town,Ramamurthy Nagar,77,30,null,null,No,null,2877,Cash,26,4.9,4.5,
###########,14:04:00,CNR8744346612,Success,CID570707,Prime SUV,Varthur,Ramamurthy Nagar,147,85,null,null,No,null,955,Cash,3,3.4,3.9,
###########,15:08:00,CNR5284344363,Success,CID862337,Prime Plus,Frazer Town,Electronic City,147,135,null,null,No,null,428,UPI,34,4.1,3.9,
###########,19:26:00,CNR8291672496,Canceled by Driver,CID563369,Prime Plus,Koramangala,KR Puram,null,null,null,Customer related issue,null,null,874,null,0,null,null,
###########,2:54:00,CNR2485427128,Canceled by Driver,CID574875,Prime SUV,Koramangala,Hennur,null,null,null,Customer related issue,null,null,382,null,0,null,null,
###########,13:28:00,CNR1362571268,Success,CID227559,Bike,Rajajinagar,Tumkur Road,140,90,null,null,No,null,657,UPI,26,4.8,3.8,
###########,16:08:00,CNR2686926257,Success,CID617268,Auto,Bannerghatta Road,Yelahanka,91,130,null,null,No,null,207,Cash,6,4,3.9,
###########,8:23:00,CNR9625639272,Success,CID998960,Auto,Hosur Road,Kammanahalli,168,125,null,null,No,null,945,Cash,2,3.4,3.4,
###########,4:59:00,CNR9498672052,Success,CID351529,Prime SUV,Yeshwanthpur,Koramangala,196,35,null,null,No,null,264,Credit Card,20,3.7,3.3,
###########,13:02:00,CNR2485766659,Success,CID509717,eBike,Sarjapur Road,Bellandur,245,30,null,null,No,null,115,UPI,22,4,5,
###########,22:00:00,CNR4395882254,Success,CID135529,Auto,Ramamurthy Nagar,Jayanagar,217,145,null,null,No,null,281,Cash,2,4.8,4.7,
###########,3:18:00,CNR8811507785,Driver Not Found,CID207074,Auto,Basavanagudi,Whitefield,null,null,null,null,null,null,1881,null,0,null,null,
###########,16:38:00,CNR2904644602,Success,CID125869,eBike,Indiranagar,Varthur,231,110,null,null,No,null,422,Cash,26,4.6,4.8,
###########,5:59:00,CNR5382510753,Success,CID604279,Prime SUV,Chickpet,Bannerghatta Road,266,130,null,null,No,null,869,UPI,14,4.2,3.4,
###########,9:52:00,CNR9176065097,Success,CID178820,Prime Plus,Nagarbhavi,Magadi Road,203,115,null,null,No,null,353,Cash,22,4.6,4,
###########,10:25:00,CNR3762140934,Success,CID110216,Mini,Chickpet,Chamarajpet,84,90,null,null,No,null,238,UPI,8,4.7,4,
###########,21:29:00,CNR5698781178,Success,CID142841,Prime Plus,JP Nagar,Devanahalli,224,25,null,null,No,null,456,Cash,20,3,4.4,
###########,19:16:00,CNR7455139064,Success,CID199283,Prime SUV,Yeshwanthpur,Whitefield,98,65,null,null,No,null,331,Cash,2,4.8,4.3,
###########,15:00:00,CNR1524307839,Success,CID126888,Auto,Indiranagar,Malleshwaram,42,85,null,null,No,null,218,Cash,4,4.6,4.2,
###########,12:37:00,CNR5656596719,Canceled by Driver,CID533857,eBike,Kammanahalli,Indiranagar,null,null,null,Customer was coughing/sick,null,null,332,null,0,null,null,
###########,8:05:00,CNR2421723113,Success,CID437155,Prime Sedan,Indiranagar,Chamarajpet,140,50,null,null,Yes,Customer Demand,404,Cash,38,4.7,3.8,
###########,19:04:00,CNR5163916188,Success,CID189965,Bike,Shantinagar,Padmanabhanagar,147,120,null,null,No,null,291,Cash,24,3.5,3.5,
###########,20:36:00,CNR6284791372,Success,CID660973,Mini,Sahakar Nagar,Chamarajpet,35,100,null,null,No,null,1367,Cash,46,3.4,3.5,
###########,3:22:00,CNR7916590115,Success,CID600799,Bike,Majestic,Koramangala,126,95,null,null,No,null,318,Cash,31,4.9,4,
###########,11:12:00,CNR5757332160,Success,CID845362,Prime Sedan,Shivajinagar,MG Road,196,80,null,null,No,null,269,UPI,21,4.3,3.4,
###########,5:54:00,CNR3590679564,Success,CID996368,Auto,Devanahalli,Kadugodi,154,135,null,null,No,null,213,Cash,16,4.2,3.8,
###########,20:21:00,CNR9055951164,Success,CID852045,Prime SUV,Bellandur,Mysore Road,98,50,null,null,No,null,389,Cash,11,3.2,3.5,
###########,15:08:00,CNR5314914495,Success,CID266013,Bike,Bellandur,Chickpet,238,25,null,null,No,null,369,Cash,21,3.1,3.4,
###########,0:36:00,CNR4001295021,Success,CID292207,Auto,Tumkur Road,Whitefield,287,110,null,null,No,null,301,UPI,15,3.1,3.2,
###########,4:47:00,CNR5992604716,Success,CID241802,Prime Plus,Shivajinagar,BTM Layout,266,125,null,null,No,null,409,Cash,49,3.5,3.7,
###########,7:38:00,CNR7326154593,Success,CID561286,Prime SUV,Frazer Town,Marathahalli,126,125,null,null,Yes,Customer Demand,425,Cash,40,4.6,3.4,
###########,14:18:00,CNR2055030564,Success,CID128491,Prime Plus,Cox Town,Kadugodi,119,135,null,null,No,null,555,UPI,34,4,4.5,
###########,2:38:00,CNR2169559650,Success,CID534933,Auto,Jayanagar,Cox Town,210,100,null,null,Yes,Customer Demand,760,UPI,18,4.9,4.5,
###########,4:53:00,CNR5850143777,Success,CID952434,Bike,MG Road,Hosur Road,161,40,null,null,No,null,355,Cash,10,4.1,3.1,
###########,16:52:00,CNR4454899928,Canceled by Customer,CID972325,Prime SUV,Majestic,Hennur,null,null,AC is Not working,null,null,null,289,null,0,null,null,
###########,4:25:00,CNR6044469190,Success,CID722812,Prime Plus,Sarjapur Road,Hebbal,231,45,null,null,No,null,117,Credit Card,6,3.4,3.8,
###########,21:34:00,CNR8941244774,Success,CID348458,eBike,Sahakar Nagar,Bannerghatta Road,77,70,null,null,No,null,316,Cash,38,5,4,
###########,1:13:00,CNR1810463571,Canceled by Customer,CID714413,Prime Sedan,Kammanahalli,Chamarajpet,null,null,Change of plans,null,null,null,618,null,0,null,null,
###########,6:00:00,CNR9534222650,Canceled by Customer,CID575016,Auto,Richmond Town,Electronic City,null,null,Driver is not moving towards pickup location,null,null,null,452,null,0,null,null,
###########,2:30:00,CNR2221577375,Canceled by Driver,CID730849,Mini,Tumkur Road,MG Road,null,null,null,More than permitted people in there,null,null,820,null,0,null,null,
###########,15:22:00,CNR5620738445,Success,CID516470,Prime SUV,Devanahalli,Hebbal,105,130,null,null,No,null,185,Cash,32,4.5,3.1,
###########,6:16:00,CNR9669878708,Canceled by Driver,CID332006,Mini,Marathahalli,Rajajinagar,null,null,null,Customer related issue,null,null,356,null,0,null,null,
###########,15:45:00,CNR7540714108,Canceled by Driver,CID569164,Auto,Padmanabhanagar,BTM Layout,null,null,null,Customer related issue,null,null,371,null,0,null,null,
###########,16:11:00,CNR4287925213,Success,CID744782,Auto,Basavanagudi,Sarjapur Road,287,80,null,null,No,null,839,UPI,18,4.3,3.9,
###########,1:51:00,CNR7888329042,Canceled by Driver,CID204209,Mini,Tumkur Road,Yeshwanthpur,null,null,null,Customer was coughing/sick,null,null,323,null,0,null,null,
###########,15:13:00,CNR6806487234,Success,CID673121,Prime SUV,Ulsoor,Chamarajpet,112,55,null,null,No,null,430,UPI,29,4.3,4.9,
###########,6:47:00,CNR7216115435,Canceled by Customer,CID457323,Prime SUV,Hebbal,Ulsoor,null,null,Driver is not moving towards pickup location,null,null,null,2349,null,0,null,null,
###########,15:52:00,CNR9915944696,Canceled by Customer,CID790149,Prime Plus,Jayanagar,Bannerghatta Road,null,null,AC is Not working,null,null,null,357,null,0,null,null,
###########,15:19:00,CNR7223501449,Success,CID318107,eBike,Padmanabhanagar,Bellandur,35,75,null,null,No,null,457,Cash,44,3.2,4,
###########,4:23:00,CNR4406470427,Success,CID501485,eBike,Banashankari,KR Puram,168,60,null,null,No,null,647,Cash,28,3.9,4.8,
###########,22:47:00,CNR9038889596,Success,CID757382,Prime SUV,Chamarajpet,Bannerghatta Road,133,110,null,null,No,null,327,Cash,36,3.6,3.7,
###########,9:24:00,CNR9013209895,Canceled by Driver,CID678137,Auto,Ulsoor,Rajajinagar,null,null,null,Personal & Car related issue,null,null,396,null,0,null,null,
###########,3:30:00,CNR4352340785,Success,CID382237,Bike,Marathahalli,HSR Layout,105,80,null,null,Yes,Customer Demand,919,Cash,29,4.3,3.7,
###########,1:02:00,CNR1137203739,Success,CID441285,eBike,BTM Layout,Kammanahalli,42,25,null,null,No,null,426,UPI,8,3.7,4.7,
###########,17:32:00,CNR6996941124,Success,CID814961,Prime Plus,Sahakar Nagar,Bannerghatta Road,105,50,null,null,No,null,383,UPI,10,4,3.9,
###########,0:27:00,CNR9048025511,Success,CID940913,Prime SUV,Hulimavu,Padmanabhanagar,280,95,null,null,No,null,661,Cash,14,4.6,3.2,
###########,7:06:00,CNR6292190320,Success,CID946836,Auto,MG Road,Hebbal,308,80,null,null,No,null,284,UPI,9,3.5,3.5,
###########,20:54:00,CNR2413380100,Canceled by Customer,CID276980,Prime Plus,Varthur,RT Nagar,null,null,Driver asked to cancel,null,null,null,619,null,0,null,null,
###########,18:43:00,CNR3283888314,Driver Not Found,CID836582,Prime Sedan,Jayanagar,Electronic City,null,null,null,null,null,null,184,null,0,null,null,
###########,23:41:00,CNR4870759138,Success,CID612448,Auto,BTM Layout,Sarjapur Road,63,100,null,null,No,null,604,Cash,16,4.8,3.6,
###########,8:40:00,CNR9574365096,Success,CID989054,Prime Sedan,Banashankari,Kadugodi,35,25,null,null,No,null,2333,UPI,23,3,3.9,
###########,20:26:00,CNR4918280677,Driver Not Found,CID229064,Prime Sedan,Marathahalli,Banashankari,null,null,null,null,null,null,176,null,0,null,null,
###########,9:10:00,CNR9840599048,Success,CID767562,Mini,Yeshwanthpur,RT Nagar,210,50,null,null,No,null,464,UPI,12,4.4,3.9,
###########,14:18:00,CNR9712296008,Success,CID654062,Bike,Banashankari,Kengeri,259,140,null,null,No,null,251,Cash,18,4.9,3.9,
###########,4:44:00,CNR5168755954,Success,CID941533,Auto,Cox Town,Kengeri,49,80,null,null,No,null,286,Cash,12,3.7,4.3,
###########,11:23:00,CNR1558587936,Driver Not Found,CID806473,Mini,MG Road,Jayanagar,null,null,null,null,null,null,217,null,0,null,null,
###########,8:45:00,CNR9291782057,Canceled by Driver,CID236790,eBike,BTM Layout,Hulimavu,null,null,null,Personal & Car related issue,null,null,1762,null,0,null,null,
###########,23:18:00,CNR6384000900,Canceled by Customer,CID183393,Prime Sedan,Sarjapur Road,Vijayanagar,null,null,Wrong Address,null,null,null,382,null,0,null,null,
###########,20:29:00,CNR4692807656,Success,CID410078,Prime Plus,Sahakar Nagar,Yeshwanthpur,63,80,null,null,No,null,165,Credit Card,24,3.9,3.3,
###########,15:55:00,CNR8607774773,Canceled by Driver,CID226935,Prime Plus,Kengeri,RT Nagar,null,null,null,Customer was coughing/sick,null,null,141,null,0,null,null,
###########,9:49:00,CNR5275953890,Driver Not Found,CID409280,Mini,Peenya,Majestic,null,null,null,null,null,null,2720,null,0,null,null,
###########,17:54:00,CNR2122926528,Success,CID365718,Prime SUV,Banashankari,Basavanagudi,84,75,null,null,No,null,430,Cash,41,3.1,4.4,
###########,17:10:00,CNR5058284180,Success,CID687769,Bike,HSR Layout,Shantinagar,84,30,null,null,No,null,252,Cash,41,4.3,4.3,
###########,8:17:00,CNR1070278505,Success,CID564698,Prime Plus,Tumkur Road,Kadugodi,112,60,null,null,No,null,371,Cash,43,4,3.2,
###########,19:16:00,CNR6383375515,Driver Not Found,CID306604,Prime Sedan,Bellandur,Shivajinagar,null,null,null,null,null,null,183,null,0,null,null,
###########,10:56:00,CNR9053616195,Success,CID997945,Auto,Mysore Road,Koramangala,231,105,null,null,No,null,130,UPI,11,4.3,4.3,
###########,5:42:00,CNR4411647638,Success,CID611553,Prime Plus,Sarjapur Road,Cox Town,287,55,null,null,Yes,Customer Demand,974,UPI,9,3.1,4.3,
###########,4:08:00,CNR4578602448,Success,CID429288,Bike,Langford Town,Padmanabhanagar,63,140,null,null,No,null,483,Cash,31,4.2,3.4,
###########,16:04:00,CNR2117497349,Canceled by Driver,CID946999,Prime Plus,RT Nagar,RT Nagar,null,null,null,Customer related issue,null,null,142,null,0,null,null,
###########,12:27:00,CNR3121675473,Success,CID544271,Prime Sedan,Electronic City,Jayanagar,301,145,null,null,No,null,190,Cash,37,3.9,4.4,
###########,17:47:00,CNR5582073597,Success,CID600934,Prime Plus,Electronic City,JP Nagar,70,70,null,null,No,null,606,UPI,16,4.5,4.6,
###########,19:43:00,CNR9021997521,Driver Not Found,CID729251,Auto,Indiranagar,Magadi Road,null,null,null,null,null,null,270,null,0,null,null,
###########,17:00:00,CNR2346546694,Success,CID156951,Auto,Magadi Road,MG Road,35,55,null,null,No,null,2632,Cash,10,4.1,4.6,
###########,2:00:00,CNR7872750350,Driver Not Found,CID166707,Prime SUV,Ramamurthy Nagar,Ramamurthy Nagar,null,null,null,null,null,null,407,null,0,null,null,
###########,17:39:00,CNR2822225922,Success,CID980249,Auto,Majestic,Hennur,105,130,null,null,No,null,288,Cash,10,3.1,3.6,
###########,18:22:00,CNR3052613043,Success,CID634311,Auto,HSR Layout,RT Nagar,49,75,null,null,No,null,459,Cash,1,3.5,3.7,
###########,18:21:00,CNR9714132894,Success,CID329193,Prime Plus,Shivajinagar,RT Nagar,252,110,null,null,No,null,474,UPI,46,4.7,4.3,
###########,0:02:00,CNR7173736967,Canceled by Customer,CID876143,Prime SUV,Nagarbhavi,Bellandur,null,null,AC is Not working,null,null,null,280,null,0,null,null,
###########,0:47:00,CNR5680044164,Driver Not Found,CID730647,Prime Plus,Malleshwaram,Rajajinagar,null,null,null,null,null,null,241,null,0,null,null,
###########,9:31:00,CNR7418923013,Success,CID960240,Prime Plus,Yeshwanthpur,Mysore Road,63,120,null,null,No,null,649,UPI,19,3,4.3,
###########,13:52:00,CNR9766360557,Canceled by Driver,CID824405,Prime Plus,Kammanahalli,Hennur,null,null,null,Customer related issue,null,null,1648,null,0,null,null,
###########,10:26:00,CNR3765893080,Driver Not Found,CID573518,Prime SUV,Frazer Town,Marathahalli,null,null,null,null,null,null,380,null,0,null,null,
###########,2:26:00,CNR6724977743,Success,CID784290,eBike,Shivajinagar,Hebbal,196,130,null,null,No,null,145,Cash,3,3.5,4.5,
###########,22:08:00,CNR6950899050,Success,CID207085,Prime Plus,Kadugodi,Malleshwaram,308,75,null,null,No,null,257,Cash,23,4.3,4.5,
###########,14:01:00,CNR9718321676,Driver Not Found,CID779587,Mini,Devanahalli,Kadugodi,null,null,null,null,null,null,177,null,0,null,null,
###########,3:17:00,CNR3817464810,Success,CID927840,Auto,Ulsoor,Sarjapur Road,77,45,null,null,No,null,536,UPI,2,5,4.9,
###########,13:39:00,CNR4848440972,Canceled by Customer,CID293528,Bike,Whitefield,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,1599,null,0,null,null,
###########,16:15:00,CNR4113554550,Canceled by Driver,CID468933,Prime Sedan,Vijayanagar,Yeshwanthpur,null,null,null,Personal & Car related issue,null,null,214,null,0,null,null,
###########,10:30:00,CNR2310105680,Success,CID487899,Mini,MG Road,Vijayanagar,42,130,null,null,No,null,458,UPI,19,3.1,3.4,
###########,7:03:00,CNR2766114291,Success,CID625934,Mini,Rajajinagar,Varthur,266,110,null,null,No,null,752,Cash,39,3.5,4.7,
###########,3:08:00,CNR9788555964,Success,CID617562,Bike,Indiranagar,Hennur,252,105,null,null,No,null,198,UPI,23,3.6,3.1,
###########,0:13:00,CNR4117182129,Success,CID619473,eBike,Marathahalli,Sahakar Nagar,63,65,null,null,No,null,692,Cash,4,3.5,3.1,
###########,18:33:00,CNR1482862322,Success,CID994354,Prime SUV,Devanahalli,KR Puram,35,80,null,null,No,null,279,UPI,6,4.8,4,
###########,8:41:00,CNR1846263435,Success,CID653782,Bike,BTM Layout,Rajajinagar,140,60,null,null,Yes,Customer Demand,433,Cash,37,4.8,4.5,
###########,21:08:00,CNR9792857598,Canceled by Driver,CID860533,eBike,Kammanahalli,HSR Layout,null,null,null,More than permitted people in there,null,null,884,null,0,null,null,
